Location;CountyGeoId;NAME
20.867735408,-156.617058801;15009;Maui County
43.5800235908,-72.5861605978;50027;Windsor County
37.1211921397,-82.8552822542;21133;Letcher County
36.0697841981,-88.0682731679;47005;Benton County
47.7152823036,-88.2521508057;26083;Keweenaw County
32.4205841079,-81.0221137598;45053;Jasper County
34.2799867489,-88.3613228409;28057;Itawamba County
31.5094655501,-103.102425237;48475;Ward County
42.7705180974,-111.562215274;16029;Caribou County
44.022343746,-93.2260411098;27147;Steele County
42.383771317,-93.7068096741;19079;Hamilton County
34.5721889489,-84.0026558339;13187;Lumpkin County
37.5621932698,-101.308021268;20067;Grant County
33.1304910055,-107.192378947;35051;Sierra County
35.9672502839,-77.9864448378;37127;Nash County
32.2202579876,-86.2076142923;01101;Montgomery County
31.2132418055,-81.4936975935;13127;Glynn County
36.7647498967,-77.8590299644;51025;Brunswick County
37.0487694369,-76.2954030037;51650;Hampton city
38.8411628915,-86.4834511309;18093;Lawrence County
41.226077466,-97.131768846;31023;Butler County
34.263162689,-85.2142786499;13115;Floyd County
39.7821029111,-93.5482792786;29117;Livingston County
42.8996847625,-98.7664619491;31015;Boyd County
45.9380407246,-93.630083459;27095;Mille Lacs County
34.6920572921,-81.1595312709;45023;Chester County
47.6743566297,-116.701762031;16055;Kootenai County
47.8805838786,-110.435223803;30015;Chouteau County
39.2965532011,-96.7351769755;20161;Riley County
40.1757608618,-97.1427156563;31095;Jefferson County
36.55115711,-85.543859188;47027;Clay County
18.472020962,-66.2620306809;72051;Dorado Municipio
44.0037525074,-92.401770932;27109;Olmsted County
43.6743108455,-97.3684431809;46087;McCook County
40.9900687168,-112.111371277;49011;Davis County
42.470095744,-92.3088197079;19013;Black Hawk County
37.555148813,-90.7734903178;29093;Iron County
34.5881997167,-96.2977785791;40029;Coal County
30.4060343343,-85.1972071433;12013;Calhoun County
35.8375699223,-100.270473266;48211;Hemphill County
40.1376743616,-83.7694969558;39021;Champaign County
40.7472371326,-87.8242979012;17075;Iroquois County
29.9047257308,-89.3041273649;22087;St. Bernard Parish
13.4427595479,144.769451697;66010;Guam
39.4692968709,-79.6681619853;54077;Preston County
34.9125779857,-107.999724325;35006;Cibola County
32.1547500095,-86.6501076967;01085;Lowndes County
18.2686767455,-66.8667797607;72081;Lares Municipio
-14.2084357923,-169.53673492;60020;Manu'a District
14.946529427,145.604845482;69120;Tinian Municipality
36.5111268089,-117.410789686;06027;Inyo County
40.4162956557,-75.9259989042;42011;Berks County
34.3176480082,-92.9460691759;05059;Hot Spring County
42.9127722362,-75.6696638191;36053;Madison County
41.1377184724,-87.8618317846;17091;Kankakee County
28.7963514929,-96.971525279;48469;Victoria County
35.8752484216,-98.4334742816;40011;Blaine County
18.0027266437,-66.607258824;72113;Ponce Municipio
35.151021226,-76.6694598427;37137;Pamlico County
41.4367863214,-75.6091956535;42069;Lackawanna County
29.3799669428,-94.8626717415;48167;Galveston County
38.701685538,-77.4776193547;51153;Prince William County
33.9498610997,-97.2441230299;40085;Love County
38.4295611651,-88.4256137919;17191;Wayne County
38.1951228784,-86.1113109452;18061;Harrison County
18.1332083357,-65.7877942339;72069;Humacao Municipio
37.8549014253,-111.443134948;49017;Garfield County
35.8392646425,-76.5693098876;37187;Washington County
43.9606082888,-100.689719816;46075;Jones County
47.0235840907,-103.376304933;38007;Billings County
33.5908249244,-83.4923823005;13211;Morgan County
35.117685821,-77.082003837;37049;Craven County
34.5879709683,-99.4147585085;40065;Jackson County
31.1986202778,-92.5331996257;22079;Rapides Parish
43.0640850193,-118.96788861;41025;Harney County
41.220590588,-98.9762070587;31163;Sherman County
37.8552256175,-94.8492968396;20011;Bourbon County
37.6096118283,-81.5491772356;54109;Wyoming County
34.6182874723,-88.5200953248;28117;Prentiss County
40.9181829168,-75.7088216052;42025;Carbon County
35.2875866253,-83.1408496187;37099;Jackson County
40.3113452381,-86.0518589748;18159;Tipton County
-14.3355554126,-170.784527256;60050;Western District
39.0453280683,-98.2076985187;20105;Lincoln County
44.7162497148,-95.8683593995;27173;Yellow Medicine County
38.8261607682,-85.0369979159;18155;Switzerland County
40.887287897,-109.507612097;49009;Daggett County
36.8906660574,-83.854045282;21121;Knox County
34.1815553357,-77.865597569;37129;New Hanover County
36.6211012796,-88.2722011175;21035;Calloway County
40.1763448561,-98.9527962385;31061;Franklin County
45.0223609495,-95.5667047202;27023;Chippewa County
38.0140589617,-87.0077059131;18147;Spencer County
36.276258667,-83.5096204438;47057;Grainger County
30.8678906078,-85.8141023534;12059;Holmes County
46.592401392,-92.6770526205;27017;Carlton County
39.4640664935,-78.0275428663;54003;Berkeley County
31.9739511211,-81.0939703133;13051;Chatham County
41.4995416587,-81.1786546043;39055;Geauga County
18.1111155053,-67.0384198311;72125;San Germán Municipio
44.7162390791,-85.5522032462;26055;Grand Traverse County
36.8355562279,-87.1791532892;21219;Todd County
18.4830555933,-67.014161744;72071;Isabela Municipio
36.6826585529,-79.8636317706;51690;Martinsville city
34.0266235144,-95.5521803129;40023;Choctaw County
33.9698311293,-92.6544402046;05039;Dallas County
33.8983618624,-92.1851454385;05025;Cleveland County
41.3975800161,-84.999084282;18033;DeKalb County
18.21191478,-66.0507654249;72025;Caguas Municipio
33.6556666121,-88.7815761672;28025;Clay County
39.7977760151,-92.0766157427;29205;Shelby County
47.2056646774,-119.451761712;53025;Grant County
38.0325101344,-85.3278488189;21215;Spencer County
37.4002848554,-79.190856302;51680;Lynchburg city
44.9058408356,-103.508040266;46019;Butte County
30.4634147938,-91.3127466677;22121;West Baton Rouge Parish
44.2733844798,-72.6149783508;50023;Washington County
40.3307738015,-111.16818403;49051;Wasatch County
33.7819451825,-82.743226753;13317;Wilkes County
47.5762161196,-118.418728999;53043;Lincoln County
43.3355804524,-102.551617407;46102;Oglala Lakota County
41.7159996542,-103.010548763;31123;Morrill County
34.1634980417,-93.6563416658;05109;Pike County
37.1249780238,-81.5605967061;51185;Tazewell County
47.0365253041,-113.923741221;30063;Missoula County
39.8931762515,-94.404709492;29063;DeKalb County
31.1484222352,-90.1061367548;28147;Walthall County
29.905528266,-90.3582204731;22089;St. Charles Parish
37.7381978567,-100.437862948;20069;Gray County
40.3016413767,-81.9200107367;39031;Coshocton County
58.2091446546,-135.559082719;02105;Hoonah-Angoon Census Area
27.9062278359,-82.346916153;12057;Hillsborough County
38.2164999843,-75.2966708247;24047;Worcester County
35.4426448889,-84.2528004804;47123;Monroe County
38.9147512529,-99.3172316232;20051;Ellis County
18.3622092521,-65.6065608131;72053;Fajardo Municipio
32.8977580696,-96.407781044;48397;Rockwall County
37.106351208,-93.8329365623;29109;Lawrence County
41.1166208296,-84.5801945588;39125;Paulding County
39.5202961461,-88.2217534978;17029;Coles County
23.7186403965,-164.736740347;15003;Honolulu County
31.2965068087,-95.9956906534;48289;Leon County
41.3338851661,-84.0682304213;39069;Henry County
43.3773984485,-93.2608475497;19195;Worth County
47.3091802574,-101.831489242;38057;Mercer County
32.3020349252,-92.5577401117;22049;Jackson Parish
39.6255458453,-84.9251420286;18161;Union County
33.4485258506,-89.9201976988;28015;Carroll County
36.3715618824,-95.6043730203;40131;Rogers County
35.1744060361,-98.3751581878;40015;Caddo County
34.6519495513,-90.3754987097;28143;Tunica County
27.3863036127,-80.888585011;12093;Okeechobee County
34.8340257189,-83.990719955;13291;Union County
40.0924597674,-105.35770567;08013;Boulder County
36.3019098987,-95.2308460091;40097;Mayes County
30.2677218795,-92.814120915;22053;Jefferson Davis Parish
33.347307069,-89.2483811971;28019;Choctaw County
34.6310256133,-83.5311320934;13137;Habersham County
37.5815223099,-119.905517029;06043;Mariposa County
36.2878738806,-83.8375139145;47173;Union County
41.1868968805,-97.5684211292;31143;Polk County
41.5939007094,-83.0199778922;39123;Ottawa County
38.4703210348,-89.9283990217;17163;St. Clair County
32.3572296163,-90.852011211;28149;Warren County
34.1365496957,-87.8871383639;01093;Marion County
40.0534755081,-84.2288717703;39109;Miami County
39.4336238198,-123.431553907;06045;Mendocino County
44.7261188782,-120.02756623;41069;Wheeler County
32.8797230696,-90.8132149241;28125;Sharkey County
47.4572804385,-98.2369675679;38039;Griggs County
32.822693435,-92.9957332424;22027;Claiborne Parish
34.7441185158,-99.8462501441;40057;Harmon County
41.1514811895,-73.7533906824;36119;Westchester County
33.0611535027,-82.0007811537;13033;Burke County
18.0244444435,-66.7279463804;72111;Peñuelas Municipio
37.731772508,-87.0872269242;21059;Daviess County
39.8736400746,-104.337801716;08001;Adams County
38.7858226615,-85.4385728826;18077;Jefferson County
45.1231152442,-94.5273094656;27093;Meeker County
18.3392710487,-67.2646843224;72117;Rincón Municipio
44.9985323069,-88.2205851408;55083;Oconto County
39.9731414157,-75.7484542227;42029;Chester County
40.5623281403,-74.1382730507;36085;Richmond County
39.9838920238,-116.268559598;32011;Eureka County
40.5938843197,-102.357579601;08095;Phillips County
18.3275819493,-64.7377153693;78020;St. John Island
39.0655884308,-93.7855426585;29107;Lafayette County
36.3683942057,-90.4173835629;05021;Clay County
48.7675154446,-97.5518190457;38067;Pembina County
43.6714700417,-92.7525135871;27099;Mower County
37.478191684,-86.8488901965;21183;Ohio County
39.0001785652,-89.0241202321;17051;Fayette County
38.8583044048,-78.570851665;51171;Shenandoah County
36.6781704977,-88.9762156953;21105;Hickman County
43.9457158153,-90.6178241184;55081;Monroe County
41.9127594294,-99.9768991117;31009;Blaine County
31.8885309869,-100.529910767;48081;Coke County
46.4315588357,-117.545169287;53023;Garfield County
35.5932989746,-77.3744965519;37147;Pitt County
31.3942193486,-94.1681932369;48405;San Augustine County
37.9347459676,-121.271403235;06077;San Joaquin County
45.934046167,-96.0121840981;27051;Grant County
33.12869729,-90.5266210224;28053;Humphreys County
47.0454432493,-110.266046893;30045;Judith Basin County
39.3338632113,-82.045128893;39009;Athens County
35.5806641869,-108.26182312;35031;McKinley County
35.8989479924,-82.3076279784;37199;Yancey County
38.7838065024,-97.6499306446;20169;Saline County
35.7902443741,-78.6503081729;37183;Wake County
44.7968254915,-73.2948285063;50013;Grand Isle County
18.3734438232,-66.5602142106;72054;Florida Municipio
32.2883800156,-85.1849624464;01113;Russell County
37.8418945509,-78.2771863744;51065;Fluvanna County
36.4549370868,-81.8517719844;47091;Johnson County
30.4867787311,-99.7486955832;48267;Kimble County
38.299192601,-77.4871504649;51630;Fredericksburg city
28.3450693013,-99.0996626872;48283;La Salle County
17.9972184165,-66.4903715317;72075;Juana Díaz Municipio
44.5477641459,-99.0049301861;46059;Hand County
41.9161186535,-85.0590443604;26023;Branch County
44.2421397159,-94.7275713188;27015;Brown County
30.2413631478,-84.8829111582;12077;Liberty County
33.1134825704,-94.7326503668;48343;Morris County
48.2591824926,-107.913235675;30071;Phillips County
38.5120104943,-78.8757516437;51165;Rockingham County
30.5794688821,-84.6135993294;12039;Gadsden County
36.434424701,-81.5005211955;37009;Ashe County
31.4838062078,-81.3755663746;13191;McIntosh County
41.3356001857,-91.7178701959;19183;Washington County
27.7610624301,-99.3315653042;48479;Webb County
47.0376054401,-122.13722281;53053;Pierce County
35.2021778635,-82.7983001279;37175;Transylvania County
37.805131267,-85.4659885855;21179;Nelson County
46.5347308489,-118.898842401;53021;Franklin County
26.8998432654,-81.9503159678;12015;Charlotte County
40.7841735523,-96.687755507;31109;Lancaster County
34.9649255862,-101.357404339;48011;Armstrong County
40.5111130544,-99.4145428942;31137;Phelps County
45.5251213571,-87.5096840021;26109;Menominee County
39.4386164734,-84.5756449351;39017;Butler County
40.606258463,-87.310906018;18007;Benton County
46.1126539091,-101.040305284;38085;Sioux County
42.4557108473,-98.7838447084;31089;Holt County
34.0245101817,-96.7691343971;40095;Marshall County
46.5777681751,-122.392638348;53041;Lewis County
38.4561871377,-96.1526397502;20111;Lyon County
31.0376717131,-97.4782023977;48027;Bell County
26.3967284864,-98.1810871979;48215;Hidalgo County
38.4813047182,-100.466398449;20101;Lane County
41.5459746701,-103.710476768;31007;Banner County
41.3307142217,-94.0155619459;19121;Madison County
43.0820642869,-94.6781370701;19147;Palo Alto County
33.7815571316,-83.7338466262;13297;Walton County
38.3916666453,-97.6480798696;20113;McPherson County
44.3586271805,-103.792224515;46081;Lawrence County
36.9325975948,-92.4988057662;29067;Douglas County
39.0634313879,-120.717645936;06061;Placer County
31.4951939674,-98.5954600939;48333;Mills County
37.5630613882,-101.784183191;20187;Stanton County
40.6735903894,-120.594332834;06035;Lassen County
46.7140170601,-85.564118869;26095;Luce County
38.0423815985,-116.471931336;32023;Nye County
36.4411634364,-82.9446876646;47073;Hawkins County
46.1125903386,-103.520671138;38011;Bowman County
33.4139430365,-84.4941911259;13113;Fayette County
35.6872037952,-83.9255394315;47009;Blount County
36.2062757623,-81.1633856618;37193;Wilkes County
39.6597402335,-94.8059357005;29021;Buchanan County
39.9310397361,-85.3964353742;18065;Henry County
40.5218545215,-80.5738922207;54029;Hancock County
38.941491042,-91.4702087982;29139;Montgomery County
32.3060301333,-101.951216779;48317;Martin County
33.9504748127,-90.1732642352;28135;Tallahatchie County
41.6594961424,-108.879430782;56037;Sweetwater County
39.4802974375,-97.6492819059;20029;Cloud County
38.0249578597,-87.5857849635;18163;Vanderburgh County
31.9229299181,-83.768102221;13081;Crisp County
33.9746150928,-99.7779848782;48155;Foard County
30.7289364182,-92.4059042007;22039;Evangeline Parish
36.7231381944,-88.6512057677;21083;Graves County
36.6867158656,-91.4032949632;29149;Oregon County
36.9171118758,-81.0786676313;51197;Wythe County
37.2372753377,-97.4765502094;20191;Sumner County
61.4170040809,-144.760229318;02261;Valdez-Cordova Census Area
45.8799717759,-91.1446648957;55113;Sawyer County
29.583050959,-97.9485847382;48187;Guadalupe County
31.5333740309,-84.2162536823;13095;Dougherty County
43.2165580516,-112.398078523;16011;Bingham County
43.6942207429,-101.628137211;46071;Jackson County
37.6917036301,-99.8879423784;20057;Ford County
38.5456646906,-82.9222922454;21089;Greenup County
33.4249531354,-88.8793051624;28105;Oktibbeha County
45.943781443,-123.08825568;41009;Columbia County
39.1962111616,-86.2273748048;18013;Brown County
34.650325267,-89.9447795242;28137;Tate County
44.6458436266,-123.907654696;41041;Lincoln County
33.0862934726,-89.5815415958;28007;Attala County
44.8982857088,-89.759058929;55073;Marathon County
36.7099124483,-93.8290683344;29009;Barry County
42.3654992437,-123.555497668;41033;Josephine County
31.1883904668,-83.7688482856;13071;Colquitt County
33.2808768859,-88.0886925942;01107;Pickens County
38.3366204607,-112.127186525;49031;Piute County
40.8681663764,-110.955893455;49043;Summit County
30.7100896074,-82.8939351883;13101;Echols County
33.6542354352,-84.0266082893;13247;Rockdale County
36.5085107806,-108.320603167;35045;San Juan County
38.7646163949,-91.1606930888;29219;Warren County
47.3529575649,-115.892435463;16079;Shoshone County
35.5178069265,-78.3657109025;37101;Johnston County
37.2324840341,-121.696278854;06085;Santa Clara County
43.9100683718,-82.8555082084;26063;Huron County
43.0321563061,-85.549296283;26081;Kent County
31.8369546469,-95.1651831384;48073;Cherokee County
36.8063197395,-87.8733713765;21221;Trigg County
39.7172646082,-75.1414130536;34015;Gloucester County
34.9660190366,-102.604926837;48117;Deaf Smith County
39.3105207472,-94.4208652851;29047;Clay County
36.6547348009,-93.0411071081;29213;Taney County
18.1281740486,-66.4728039205;72149;Villalba Municipio
36.7497076523,-100.476834839;40007;Beaver County
42.7315661359,-92.7901934384;19023;Butler County
34.6866819092,-80.7054233818;45057;Lancaster County
43.0825803991,-95.1509194224;19041;Clay County
48.6855411394,-99.2457570613;38095;Towner County
39.8714520053,-77.2178797931;42001;Adams County
38.9969300555,-85.6280646001;18079;Jennings County
39.8308020875,-92.5646083146;29121;Macon County
34.4855798533,-97.8515306642;40137;Stephens County
44.4524547726,-116.784781333;16087;Washington County
44.0229951536,-96.2586448321;27117;Pipestone County
39.0474329308,-84.1519178888;39025;Clermont County
36.7961439421,-97.7861241175;40053;Grant County
30.4401362441,-90.7279074417;22063;Livingston Parish
18.3287263734,-66.9712187022;72131;San Sebastián Municipio
39.6017802193,-94.4045940298;29049;Clinton County
44.9741566636,-70.4440737272;23007;Franklin County
38.6667977063,-107.031700114;08051;Gunnison County
37.3191787991,-102.560476646;08009;Baca County
31.9004024441,-97.6343490687;48035;Bosque County
47.350535135,-123.183009775;53045;Mason County
40.5300832055,-100.394202624;31063;Frontier County
35.1993218755,-94.2741206259;05131;Sebastian County
41.6837548102,-94.5010550107;19077;Guthrie County
35.6030197595,-88.108772783;47039;Decatur County
35.5740321244,-90.6629400421;05111;Poinsett County
36.991034312,-85.0586875538;21207;Russell County
46.9296269068,-122.832293746;53067;Thurston County
43.6714440477,-91.4928319425;27055;Houston County
32.3014720068,-99.8901220928;48441;Taylor County
41.6733545588,-71.5790218623;44003;Kent County
42.990603511,-72.7137985374;50025;Windham County
39.416820119,-95.793663658;20085;Jackson County
36.6803610038,-78.3626942045;51117;Mecklenburg County
30.1477719789,-84.3756074885;12129;Wakulla County
33.5419006063,-84.3576542517;13063;Clayton County
38.0796491352,-86.6380317986;18123;Perry County
34.0017844854,-85.1881533822;13233;Polk County
32.0922715486,-92.1166058761;22021;Caldwell Parish
36.0827733527,-78.2856965824;37069;Franklin County
32.0016607751,-91.3400729965;22107;Tensas Parish
35.9530379334,-81.5464366451;37027;Caldwell County
38.1616348912,-91.9248859666;29125;Maries County
38.0374914786,-78.4854998848;51540;Charlottesville city
44.2411163796,-114.281712396;16037;Custer County
45.5467908912,-122.414922836;41051;Multnomah County
44.0056617687,-72.3768216078;50017;Orange County
39.3069999343,-85.5011430488;18031;Decatur County
42.6684869829,-88.5419040709;55127;Walworth County
38.5388085859,-118.435214254;32021;Mineral County
38.525292575,-122.922544658;06097;Sonoma County
29.3502075785,-100.417946618;48271;Kinney County
46.977452062,-100.468737737;38015;Burleigh County
31.5323843939,-90.4539712434;28085;Lincoln County
18.328993222,-65.8878876071;72029;Canóvanas Municipio
40.6485010044,-96.1347754194;31131;Otoe County
33.4941024198,-89.6163956957;28097;Montgomery County
41.3012406125,-70.12811317;25019;Nantucket County
41.8935293191,-88.7703159232;17037;DeKalb County
33.2704260085,-83.0006868923;13141;Hancock County
38.2462130511,-78.0136665279;51137;Orange County
40.9097216232,-96.1408663039;31025;Cass County
29.2778616455,-96.2221042394;48481;Wharton County
39.3803407733,-94.7737543641;29165;Platte County
45.0275448913,-84.127204086;26119;Montmorency County
37.1913273481,-95.297576142;20099;Labette County
41.0893204311,-111.573150356;49029;Morgan County
27.6813329888,-98.5089060613;48131;Duval County
45.8991791693,-91.7912346303;55129;Washburn County
44.6894956175,-71.3055333389;33007;Coos County
43.998861771,-76.052068666;36045;Jefferson County
40.1746293382,-88.9040887049;17039;De Witt County
38.4111443545,-91.0749938771;29071;Franklin County
43.1934752745,-117.623098133;41045;Malheur County
35.3341018022,-81.5555471412;37045;Cleveland County
43.6748244159,-97.787331341;46061;Hanson County
42.7354936212,-95.1511488586;19021;Buena Vista County
39.1135952897,-79.5649741709;54093;Tucker County
30.7712321484,-94.3765939282;48457;Tyler County
36.712180279,-85.7165195846;21171;Monroe County
35.9790563044,-94.2155848036;05143;Washington County
48.399068947,-117.855153321;53065;Stevens County
39.2507169303,-76.9311943444;24027;Howard County
41.8064287933,-72.7328122495;09003;Hartford County
18.0231618268,-67.1857585947;72023;Cabo Rojo Municipio
48.3436752481,-103.48018589;38105;Williams County
43.6776345435,-103.451555966;46033;Custer County
18.1479975123,-65.9764543268;72129;San Lorenzo Municipio
30.7882970504,-98.1824471655;48053;Burnet County
31.5502158141,-90.1069711692;28077;Lawrence County
34.9312465729,-81.9908274743;45083;Spartanburg County
18.4495762857,-66.4877274773;72091;Manatí Municipio
35.8070259189,-80.8734378255;37097;Iredell County
32.7399038738,-99.8787442497;48253;Jones County
43.0217229031,-83.7067110419;26049;Genesee County
35.2030564629,-97.3264528463;40027;Cleveland County
41.7164225715,-74.7681429805;36105;Sullivan County
45.0387533824,-92.883969287;27163;Washington County
39.6557509891,-93.9827993285;29025;Caldwell County
41.3070676864,-104.689620569;56021;Laramie County
30.7154778208,-104.140019787;48243;Jeff Davis County
18.2664113682,-65.9792691875;72063;Gurabo Municipio
35.9254374123,-83.121183014;47029;Cocke County
42.2486331385,-78.6788502937;36009;Cattaraugus County
35.6087114537,-84.9243960855;47143;Rhea County
31.0536324937,-82.4236757904;13299;Ware County
42.7378473183,-96.2140273941;19149;Plymouth County
45.8627174808,-92.3675651683;55013;Burnett County
45.0694080018,-91.2798860249;55017;Chippewa County
42.6727950993,-82.9101752594;26099;Macomb County
36.0132038869,-82.1635815487;37121;Mitchell County
39.178267375,-81.0629473806;54085;Ritchie County
42.1602170275,-75.8196181695;36007;Broome County
40.3850195156,-80.7609722941;39081;Jefferson County
33.6206818158,-95.0503607355;48387;Red River County
32.3472191955,-93.0559517637;22013;Bienville Parish
34.7699753373,-92.3119257562;05119;Pulaski County
45.9989328531,-85.0094165914;26097;Mackinac County
43.6468567079,-84.3881091147;26111;Midland County
45.4187968009,-99.2153257614;46045;Edmunds County
42.6603998737,-83.385817604;26125;Oakland County
46.8161762124,-116.711723179;16057;Latah County
30.8636815475,-83.9193134094;13275;Thomas County
39.7843853292,-99.9034768772;20137;Norton County
38.2368379381,-95.7341117812;20031;Coffey County
31.482942855,-91.3534982605;28001;Adams County
40.2738181301,-80.5764203083;54009;Brooke County
37.1339863881,-81.1302139229;51021;Bland County
48.4820761134,-121.801606828;53057;Skagit County
43.29699417,-71.0288020158;33017;Strafford County
37.6395779036,-84.5376342293;21079;Garrard County
32.847853212,-86.718813672;01021;Chilton County
46.8605284936,-105.378007019;30079;Prairie County
37.3158384919,-104.03869984;08071;Las Animas County
43.3775677756,-93.7341954719;19189;Winnebago County
36.7274816255,-85.1360135602;21053;Clinton County
45.5798653729,-117.181020009;41063;Wallowa County
32.0191127391,-89.1188598215;28061;Jasper County
42.2638016191,-110.655947277;56023;Lincoln County
33.5938097958,-96.1068276828;48147;Fannin County
40.4154405354,-76.7794746983;42043;Dauphin County
41.1676828401,-81.1974037386;39133;Portage County
41.287491921,-110.547561693;56041;Uinta County
41.4068465707,-118.111965828;32013;Humboldt County
38.4461016023,-87.8442748908;17185;Wabash County
41.0908708811,-85.0665620402;18003;Allen County
37.2088402055,-86.2386201495;21061;Edmonson County
44.9465839939,-91.896403608;55033;Dunn County
34.3754273152,-83.2291886374;13119;Franklin County
37.7601394811,-77.4911573271;51085;Hanover County
43.6738441803,-93.3488158578;27047;Freeborn County
18.3233669794,-65.3008009927;72049;Culebra Municipio
37.7877775498,-80.0061751875;51005;Alleghany County
41.8506075383,-103.70794664;31157;Scotts Bluff County
39.2310459341,-89.4788485523;17135;Montgomery County
18.2106459126,-66.588445334;72073;Jayuya Municipio
39.0773714416,-83.0668541556;39131;Pike County
38.5231613136,-99.3092409497;20165;Rush County
38.311825371,-87.584594368;18051;Gibson County
40.8507725735,-82.9197777024;39033;Crawford County
40.3876548763,-95.8498160648;31127;Nemaha County
33.214771,-81.0542337736;45009;Bamberg County
38.326661062,-103.784825661;08025;Crowley County
30.5795335845,-95.1669012009;48407;San Jacinto County
29.9446888715,-98.7115552055;48259;Kendall County
46.9346483657,-95.673923543;27005;Becker County
46.2850391756,-100.238740757;38029;Emmons County
31.1261225461,-87.1616198682;01053;Escambia County
33.1755486771,-95.2184193975;48159;Franklin County
42.6604993637,-90.1317220132;55065;Lafayette County
44.7279402249,-71.7361943775;50009;Essex County
32.097399026,-111.789863499;04019;Pima County
18.1797326634,-66.7539566203;72001;Adjuntas Municipio
43.3656487303,-87.5944659612;55089;Ozaukee County
34.4835677354,-82.0059340359;45059;Laurens County
30.789951647,-89.1177101979;28131;Stone County
37.7302529228,-88.9299244512;17199;Williamson County
38.181330775,-99.2367293489;20145;Pawnee County
35.2021508952,-87.0347773688;47055;Giles County
39.3709375943,-81.1606296676;54073;Pleasants County
32.4714628579,-104.304465762;35015;Eddy County
32.7425260993,-101.947684441;48115;Dawson County
40.261929702,-96.6894414425;31067;Gage County
34.9036574214,-85.1382470065;13047;Catoosa County
44.4852469436,-69.1218807819;23027;Waldo County
48.2013321625,-102.355667862;38061;Mountrail County
41.047767486,-100.745233846;31111;Lincoln County
45.5803502555,-103.495767454;46063;Harding County
41.1690382608,-98.0379852209;31121;Merrick County
31.3587576021,-82.2127427051;13229;Pierce County
37.8771285847,-91.7923648921;29161;Phelps County
40.4809952692,-78.3486041534;42013;Blair County
34.0211833828,-103.4800253;35041;Roosevelt County
37.6164789768,-93.4005326616;29167;Polk County
45.8484671945,-88.398113352;55037;Florence County
34.8408848102,-79.4804292418;37165;Scotland County
32.0554496236,-93.7372773737;22031;De Soto Parish
35.4081187361,-76.1449651093;37095;Hyde County
33.1782312871,-99.7303000091;48207;Haskell County
38.6406885662,-90.4433975603;29189;St. Louis County
39.5364361834,-76.2988753861;24025;Harford County
36.3582326717,-89.1487992023;47131;Obion County
38.0228983556,-78.5566760673;51003;Albemarle County
31.9736926021,-90.9118133348;28021;Claiborne County
33.1766957792,-98.6877665573;48503;Young County
46.5514253133,-123.779667446;53049;Pacific County
37.8110307874,-84.8744366862;21167;Mercer County
44.2287741072,-111.481955865;16043;Fremont County
30.6650297247,-86.5921750794;12091;Okaloosa County
39.1692979289,-90.6675721556;17013;Calhoun County
31.4076037932,-88.2078768076;01129;Washington County
41.3239160959,-84.4904951214;39039;Defiance County
37.1257911242,-82.350353152;51051;Dickenson County
39.785240911,-101.075705109;20153;Rawlins County
40.0508013832,-86.4686962098;18011;Boone County
41.6370978319,-90.6232428034;19163;Scott County
30.3323725105,-94.3902216019;48199;Hardin County
44.464696712,-72.1022211883;50005;Caledonia County
27.1824778115,-82.3649735213;12115;Sarasota County
40.3607737937,-94.8834337255;29147;Nodaway County
46.456154939,-97.6574001918;38073;Ransom County
45.5875424692,-84.9814699602;26047;Emmet County
39.8702114727,-93.107175708;29115;Linn County
35.6816924709,-82.0493124426;37111;McDowell County
33.6639660687,-93.3071433023;05099;Nevada County
41.0279212756,-76.6585617307;42093;Montour County
37.5588848204,-98.1363325923;20095;Kingman County
37.31730701,-91.9650546828;29215;Texas County
39.9168074106,-75.3988998092;42045;Delaware County
41.9213775211,-83.4942863604;26115;Monroe County
37.1925238004,-95.7428780841;20125;Montgomery County
34.2898880686,-88.6804161511;28081;Lee County
29.8870240994,-96.2779088915;48015;Austin County
29.8929601366,-101.151715198;48465;Val Verde County
33.3217673671,-83.3728413605;13237;Putnam County
31.7342053896,-91.0371787166;28063;Jefferson County
44.5628867649,-68.3682079676;23009;Hancock County
38.8444981835,-81.11757183;54013;Calhoun County
36.7204000351,-77.1061007631;51175;Southampton County
41.1524635935,-74.0240654916;36087;Rockland County
34.8297827954,-91.5527759528;05117;Prairie County
35.8086768522,-86.0617405927;47015;Cannon County
33.2608769536,-84.2841507002;13255;Spalding County
41.7055177405,-71.2860712513;44001;Bristol County
41.8213257512,-75.8006828963;42115;Susquehanna County
40.422331371,-93.5685581671;29129;Mercer County
37.1500572155,-96.2453782628;20019;Chautauqua County
37.5525344711,-85.2696313766;21155;Marion County
45.4260991444,-96.410918404;27011;Big Stone County
44.034587103,-94.0670290696;27013;Blue Earth County
42.7669066527,-109.914705901;56035;Sublette County
38.3701068106,-83.6966440772;21069;Fleming County
36.0412452465,-91.1070801351;05075;Lawrence County
44.1106889273,-87.5123716853;55071;Manitowoc County
45.0326297438,-87.028957047;55029;Door County
31.7795065577,-84.1411344532;13177;Lee County
-14.5416136197,-168.16344943;60030;Rose Island
35.1293327482,-85.6219924364;47115;Marion County
33.9207998598,-88.9478637891;28017;Chickasaw County
41.4353818043,-72.5231194296;09007;Middlesex County
41.3248489608,-86.2617612923;18099;Marshall County
44.995486929,-96.1734786585;27073;Lac qui Parle County
44.7194015031,-92.4225034913;55093;Pierce County
